,,,Announced Date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Market cap,ADV,Bookrunner,listing_price,announce_price,discount,firstday_return,Broker_core
CPR IM,2019-05-13,2019-05-13,2019-05-13,2019-05-13,CPR IM,Davide Campari-Milano SpA,68.9476,6.9031,8.89,"ADDL,Secondary Share Offering,Accelerated Bookbuild",11601.9,1.687285185,2.249714851,11601.9,22.793504659679005,['Goldman Sachs'],9.1636,9.16,-0.029475982532751077,0.030776152980877436,True
BRW LN,2019-05-10,2019-05-14,2019-05-10,2019-05-14,BRW LN,Brewin Dolphin Holdings PLC,78.1619,19.6721,305.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1204.43,0.2622950673,-0.6557376981,1204.43,1.1497302034764862,"['Liberum Capital Ltd', 'RBC Capital Markets']",304.3444,306.0,-0.0032679738562091387,-0.002149508196721328,False
AVST LN,2019-05-10,2019-05-10,2019-05-10,2019-05-10,AVST LN,Avast PLC,81.7031,20.9061,300.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Private Placement",3730.33,0.3333333433,-0.6666666865,3730.33,7.2024769075517945,['UBS'],301.0806,298.4,0.00536193029490617,0.003602000000000105,True
FBK IM,2019-05-07,2019-05-08,2019-05-07,2019-05-08,FBK IM,FinecoBank Banca Fineco SpA,1133.65,103.515,9.8,"ADDL,Secondary Share Offering,Accelerated Bookbuild",6668.52,3.469385624,1.836732745,6668.52,29.355883037724837,"['UniCredit', 'JP Morgan', 'UBS']",10.0725,10.25,-0.04390243902439017,0.027806122448979398,True
ADYEN NA,2019-05-02,2019-05-03,2019-05-02,2019-05-03,ADYEN NA,Adyen NV,838.319,1.1029,680.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",22531.8,-2.941176414,-2.441176414,22531.8,48.78338757446341,"['JP Morgan', 'Morgan Stanley']",676.9701,708.0,-0.039548022598870025,-0.004455735294117691,True
SXX LN,2019-04-30,2019-05-23,2019-04-30,2019-05-23,SXX LN,Sirius Minerals PLC,383.911,1962.43,15.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1369.1,2.666666746,1.0,1369.1,7.415496845735192,"['JP Morgan', 'Liberum Capital Ltd']",15.4797,17.42,-0.13892078071182556,0.0319799999999999,True
ETO LN,2019-04-11,2019-04-16,2019-04-11,2019-04-16,ETO LN,Entertainment One Ltd,169.936,28.9,450.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",2907.62,3.822222233,4.266666889,2907.62,4.221318996304499,"['Investec', 'JP Morgan']",464.8983,476.8,-0.05620805369127524,0.03310733333333338,True
RUI FP,2019-04-11,2019-04-12,2019-04-11,2019-04-12,RUI FP,Rubis SCA,266.617,5.093,46.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",5100.38,3.526881695,4.731182575,5100.38,9.118359124851285,['Credit Agricole CIB'],47.1699,49.88,-0.06776263031275065,0.014406451612903215,False
PETS LN,2019-04-11,2019-04-12,2019-04-11,2019-04-12,PETS LN,Pets at Home Group Plc,104.907,54.246,148.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",968.512,-5.270270348,-3.581081152,968.512,3.082673922199944,['Bank of America Merrill Lynch'],141.6328,163.2,-0.09313725490196068,-0.0430216216216216,True
TGYM IM,2019-04-08,2019-04-09,2019-04-08,2019-04-09,TGYM IM,Technogym SpA,162.47,14.0,10.3,"ADDL,Secondary Share Offering,Accelerated Bookbuild",2333.28,0.7766971588,-0.1941765994,2333.28,6.031891629319111,['Citi'],10.3547,10.83,-0.048938134810710965,0.005310679611650437,False
BFSA GR,2019-04-04,2019-04-05,2019-04-04,2019-04-05,BFSA GR,Befesa SA,187.806,4.5,37.2,"ADDL,Secondary Share Offering,VC Backed,VC Exit,Accelerated Bookbuild",1421.25,1.478492498,0.8064495325,1421.25,1.4530633849979175,"['Citi', 'Goldman Sachs', 'JP Morgan']",37.9694,38.7,-0.03875968992248058,0.020682795698924616,True
AZN LN,2019-03-28,2019-03-29,2019-03-28,2019-03-29,AZN LN,AstraZeneca PLC,3510.31,44.3862,6050.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",103114.0,1.818181872,1.966942191,103114.0,168.77045807027096,"['Goldman Sachs', 'Morgan Stanley']",6141.7047,6496.0,-0.06865763546798032,0.0151578016528926,True
BFF IM,2019-03-28,2019-03-29,2019-03-28,2019-03-29,BFF IM,Banca Farmafactoring SpA,133.966,22.0,5.42,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1034.55,-7.749078751,-7.841329575,1034.55,2.8923657360555417,['Jefferies'],5.4082,5.605,-0.03300624442462097,-0.0021771217712177604,False
AENA SM,2019-03-28,2019-03-29,2019-03-28,2019-03-29,AENA SM,Aena SME SA,215.078,1.2,159.53,"ADDL,Secondary Share Offering,Accelerated Bookbuild",26851.3,0.7334051728,0.7334051728,26851.3,34.1272893820391,['Bank of America Merrill Lynch'],160.4736,163.2,-0.02248774509803919,0.005914874945151416,True
DGOC LN,2019-03-27,2019-04-18,2019-03-27,2019-04-18,DGOC LN,Diversified Gas & Oil PLC,253.669,164.015,117.0,"ADDL,Primary Share Offering,Secondary Share Offering,Best Efforts,Sub Sector Flag,REG S",0.0,5.128205299,3.846153736,839.2811,2.2605488628654618,"['Mirabaud Securities', 'Stifel']",119.0896,117.0,0.0,0.01785982905982908,False
AVST LN,2019-03-27,2019-03-27,2019-03-27,2019-03-27,AVST LN,Avast PLC,358.15,95.4,284.0,"ADDL,Secondary Share Offering",3581.58,-0.686619699,-0.07042253762,3581.58,3.605475098640827,['UBS'],281.3128,283.5,0.0017636684303350414,-0.00946197183098596,True
FP FP,2019-03-19,2019-03-20,2019-03-19,2019-03-20,FP FP,TOTAL SA,1003.71,17.2726,51.18,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S",153572.0,-1.094177961,-1.367722392,153572.0,338.1111281232762,"['Barclays', 'Citi']",50.5843,51.54,-0.006984866123399325,-0.011639312231340404,False
MONC IM,2019-03-19,2019-03-20,2019-03-19,2019-03-20,MONC IM,Moncler SpA,505.577,12.1996,36.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",10605.5,-0.5205479264,-1.369863033,10605.5,50.00587540471851,"['Bank of America Merrill Lynch', 'Citi']",36.2864,37.05,-0.014844804318488447,-0.005852054794520556,True
EVR LN,2019-03-18,2019-03-19,2019-03-18,2019-03-19,EVR LN,Evraz PLC,200.005,25.4,595.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",11395.3,1.075630307,0.6050420403,11395.3,14.514699017155749,"['Citi', 'Credit Suisse', 'UBS']",597.0483,630.0,-0.05555555555555558,0.0034425210084034763,True
JUST LN,2019-03-14,2019-03-18,2019-03-14,2019-03-18,JUST LN,Just Group PLC,99.7137,94.0128,80.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1097.85,2.5,-2.5,1097.85,2.7167739360710277,"['Barclays', 'Numis']",82.9719,85.3,-0.062133645955451344,0.037148750000000064,False
RESURS SS,2019-03-14,2019-03-15,2019-03-14,2019-03-15,RESURS SS,Resurs Holding AB,93.3917,15.0,58.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1255.21,0.5172413588,0.8620689511,1255.21,1.7002833564562119,"['Carnegie', 'Morgan Stanley']",58.2794,60.95,-0.048400328137817916,0.0048172413793103885,True
ADYEN NA,2019-03-11,2019-03-12,2019-03-11,2019-03-12,ADYEN NA,Adyen NV,1686.3,2.5,600.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",20019.8,3.799999952,10.66666698,20019.8,67.63627592565722,"['ABN Amro Bank NV', 'Bank of America Merrill Lynch', 'Citi', 'JP Morgan', 'Morgan Stanley']",622.9481,656.2,-0.08564462054251754,0.03824683333333323,True
TRIG LN,2019-03-07,2019-04-01,2019-03-07,2019-04-01,TRIG LN,Renewables Infrastructure Grou,174.323,116.471,114.0,"ADDL,Primary Share Offering,REG S",2162.67,4.210526466,4.035087585,2162.67,2.6616668239980585,"['Canaccord Genuity', 'Liberum Capital Ltd']",118.0193,117.4,-0.028960817717206155,0.03525701754385957,False
HEMF SS,2019-03-06,2019-03-06,2019-03-06,2019-03-06,HEMF SS,Hemfosa Fastigheter AB,70.2803,8.4863,77.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1389.06,0.3896103799,0.3896103799,1389.06,4.73126202587757,"['ABG Sundal Collier Asa', 'SEB']",78.4699,78.55,-0.019732654360280044,0.019089610389610323,False
TLGO SM,2019-03-04,2019-03-05,2019-03-04,2019-03-05,TLGO SM,Talgo SA,78.1942,12.3,5.61,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Private Placement",865.484,-2.139039755,-1.604280472,865.484,2.7860097599894,['UBS'],5.4922,6.12,-0.08333333333333326,-0.020998217468805702,True
NESTE FH,2019-02-28,2019-03-01,2019-02-28,2019-03-01,NESTE FH,Neste Oyj,119.676,1.237,85.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",24769.2,6.705882549,6.752941132,24769.2,39.066602167670865,['Morgan Stanley'],89.2545,84.5,0.00591715976331364,0.05005294117647052,True
ETL FP,2019-02-21,2019-02-22,2019-02-21,2019-02-22,ETL FP,Eutelsat Communications SA,322.576,15.5,18.37,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Private Placement,REG S,Rule 144A",4851.64,-0.4899337888,-0.6532435417,4851.64,11.583022799543079,"['Citi', 'Credit Suisse', 'Societe Generale']",18.2092,19.125,-0.03947712418300653,-0.008753402286336476,False
DHER GR,2019-02-20,2019-02-21,2019-02-20,2019-02-21,DHER GR,Delivery Hero SE,57.5154,1.4562,34.75,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,-2.446043253,-3.712230206,7345.7821,12.221379536904529,['UniCredit'],34.1837,34.76,-0.0002876869965476869,-0.016296402877697846,False
DKSH SW,2019-02-19,2019-02-20,2019-02-19,2019-02-20,DKSH SW,DKSH Holding AG,212.837,3.82,55.75,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",3631.6,4.12556076,4.035874367,3631.6,6.607601668743956,['Credit Suisse'],57.8606,60.4,-0.07698675496688745,0.0378582959641256,False
NETC DC,2019-02-19,2019-02-20,2019-02-19,2019-02-20,NETC DC,Netcompany Group A/S,102.539,3.1134,216.55,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1649.25,7.134609222,6.211035252,1649.25,4.2273602016993745,"['Danske Bank', 'Deutsche Bank', 'Morgan Stanley']",230.6317,216.55,0.0,0.06502747633341022,True
SLA LN,2019-02-14,2019-02-15,2019-02-14,2019-02-15,SLA LN,Standard Life Aberdeen PLC,447.248,148.628,235.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S",7569.64,-0.5957446694,0.7021276355,7569.64,26.46574114596449,['Morgan Stanley'],234.093,248.55,-0.0545161939247637,-0.0038595744680851585,True
INTER NA,2019-02-12,2019-02-13,2019-02-12,2019-02-13,INTER NA,Intertrust NV,104.185,6.075,15.15,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",1533.3,6.006603241,5.610563755,1533.3,1.6018129084814998,"['ABN Amro Bank NV', 'Deutsche Bank']",15.8228,15.67,-0.03318442884492656,0.044409240924092375,False
DWNI GR,2019-01-31,2019-02-01,2019-01-31,2019-02-01,DWNI GR,Deutsche Wohnen SE,799.292,16.821,41.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",16992.6,3.108433723,4.0,16992.6,30.544421776077336,"['Deutsche Bank', 'JP Morgan', 'Societe Generale']",42.6203,42.33,-0.019607843137254832,0.026995180722891643,True
NEL NO,2019-01-30,2019-01-30,2019-01-30,2019-01-30,NEL NO,NEL ASA,54.5872,84.9066,5.45,"ADDL,Primary Share Offering,Accelerated Bookbuild,Private Placement",770.499,1.955275178,2.414533138,770.499,8.745192715351532,"['Carnegie', 'SpareBank 1 Markets AS']",5.9681,5.93,-0.0809443507588532,0.09506422018348615,False
PRSM LN,2019-01-24,2019-02-12,2019-01-24,2019-02-12,PRSM LN,Blue Prism Group plc,130.17,9.0909,1100.0,"ADDL,Primary Share Offering,Best Efforts,Sub Sector Flag,REG S,Rule 144A",1092.07,16.36363602,13.63636398,1092.07,2.4060351869400316,[None],1278.032,1400.0,-0.2142857142857143,0.16184727272727262,False
BCART BB,2019-01-23,2019-01-23,2019-01-23,2019-01-23,BCART BB,Biocartis NV,63.2312,5.0,11.1,"ADDL,Primary Share Offering,Accelerated Bookbuild,Private Placement",712.755,3.063059568,7.9279241559999996,712.755,1.3550653218666244,"['Joh Berenberg Gossler & Co KG', 'KBC Group', 'Kempen & Co NV']",12.0732,12.1,-0.08264462809917361,0.0876756756756758,False
ONCO SS,2019-01-23,2019-01-30,2019-01-23,2019-01-30,ONCO SS,Oncopeptides AB,60.6183,4.75,115.0,"ADDL,Primary Share Offering,VC Backed,Accelerated Bookbuild",617.484,16.52173996,17.04347801,617.484,1.507200704528448,"['Carnegie', 'DNB ASA', 'Jefferies']",133.4538,126.6,-0.09162717219589256,0.16046782608695653,False
TKWY NA,2019-01-17,2019-01-22,2019-01-17,2019-01-22,TKWY NA,Takeaway.com NV,489.669,8.35,51.5,"ADDL,Primary Share Offering,Accelerated Bookbuild,Private Placement",0.0,7.961164951,4.854369164,2780.6022,4.841948885898171,"['ABN Amro Bank NV', 'Bank of America Merrill Lynch', 'ING Groep']",56.0598,56.4,-0.08687943262411346,0.08853980582524268,True
KIE LN,2018-12-20,2018-12-20,2018-12-20,2018-12-20,KIE LN,Kier Group PLC,128.246,28.1012,360.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",739.853,7.333333492,9.944444656,739.853,9.525200337901794,"['Numis', 'Peel Hunt LLP']",360.7701,391.2,-0.07975460122699385,0.002139166666666803,False
GNS LN,2018-12-06,2018-12-12,2018-12-06,2018-12-12,GNS LN,Genus PLC,87.1831,3.0972,2200.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1830.98,3.181818247,1.636363626,1830.98,1.674657237971153,"['Liberum Capital Ltd', 'Peel Hunt LLP']",2274.7469,2386.0,-0.07795473595976532,0.033975863636363623,False
IRE IM,2018-11-26,2018-11-26,2018-11-26,2018-11-26,IRE IM,Iren SpA,69.0148,32.9318,1.85,"ADDL,Secondary Share Offering,Accelerated Bookbuild",2728.98,2.324322939,5.945944786,2728.98,3.3021895666586207,['UniCredit'],1.9599,1.9529999999999998,-0.052739375320020376,0.0594054054054054,False
PTEC LN,2018-11-22,2018-11-23,2018-11-22,2018-11-23,PTEC LN,Playtech Plc,85.8623,15.1935,439.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1793.39,5.102505684,2.277904272,1793.39,7.306098085921029,['Credit Suisse'],455.4068,455.4,-0.03601229688186203,0.0373731207289294,False
BARN SW,2018-11-15,2018-11-16,2018-11-15,2018-11-16,BARN SW,Barry Callebaut AG,264.583,0.15,1775.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",9741.83,0.7887324095,-2.816901445,9741.83,17.296089155633343,['Goldman Sachs'],1782.8185,1876.0,-0.05383795309168449,0.00440478873239436,True
TRIG LN,2018-11-12,2018-11-19,2018-11-12,2018-11-19,TRIG LN,Renewables Infrastructure Grou,101.585,71.8679,110.0,"ADDL,Primary Share Offering,REG S,Rule 144A",1650.76,0.3636363745,1.272727251,1650.76,2.2985085153098814,"['Canaccord Genuity', 'Liberum Capital Ltd']",111.1192,111.0,-0.009009009009009028,0.010174545454545436,False
CHR DC,2018-11-08,2018-11-09,2018-11-08,2018-11-09,CHR DC,Chr Hansen Holding A/S,463.005,4.85,625.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",12519.6,3.584000111,3.200000048,12519.6,26.528800671579248,"['Bank of America Merrill Lynch', 'Goldman Sachs']",635.4913,686.4,-0.0894522144522144,0.016786080000000148,True
MAS SM,2018-11-07,2018-11-13,2018-11-07,2018-11-13,MAS SM,Masmovil Ibercom SA,412.704,3.6,100.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",2756.19,0.6000000238,-0.8000000119,2756.19,7.3078792546903,"['Barclays', 'Goldman Sachs', 'Morgan Stanley', 'Societe Generale']",98.3624,110.4,-0.09420289855072472,-0.016376000000000057,True
NETC DC,2018-11-07,2018-11-08,2018-11-07,2018-11-08,NETC DC,Netcompany Group A/S,241.74,7.15,220.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1680.18,2.409090996,1.045454502,1680.18,1.5500493851156611,"['Danske Bank', 'Deutsche Bank', 'Morgan Stanley']",224.7688,237.5,-0.0736842105263158,0.021676363636363716,True
PEN NO,2018-11-06,2018-12-07,2018-11-06,2018-12-07,PEN NO,Panoro Energy ASA,250.838,15.58,16.1,"ADDL,Primary Share Offering,Accelerated Bookbuild",1004.44,-90.38909912,-90.86058044,1004.44,1.1362648863566949,"['Michelet & Co Advokatfirma AS', 'Pareto Securities', 'Sparebank 1 BV']",13.4248,16.35,-0.015290519877675823,-0.16616149068322994,False
BVI FP,2018-10-29,2018-10-30,2018-10-29,2018-10-30,BVI FP,Bureau Veritas SA,455.52,20.9205,19.12,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block,REG S,Rule 144A",9628.75,3.347275734,4.340999603,9628.75,20.69120009849047,['Goldman Sachs'],19.4535,20.12,-0.04970178926441349,0.017442468619246698,True
AVST LN,2018-10-22,2018-10-23,2018-10-22,2018-10-23,AVST LN,Avast PLC,187.269,52.5,275.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",3407.15,0.9636363387,3.345454454,3407.15,7.775559089155024,"['Morgan Stanley', 'UBS']",275.1643,295.3,-0.06874365052488995,0.0005974545454545677,True
FLNG NO,2018-10-10,2018-10-11,2018-10-10,2018-10-11,FLNG NO,FLEX LNG Ltd,300.19,172.939,14.25,"ADDL,Primary Share Offering,Accelerated Bookbuild",938.777,0.0,-0.7017543912,938.777,2.7084059133334706,"['ABN Amro Bank NV', 'Arctic Securities', 'DNB ASA', 'Fearnley Securities AS', 'Pareto Securities', 'SEB']",13.8421,15.0,-0.050000000000000044,-0.028624561403508775,False
LTG LN,2018-10-08,2018-10-08,2018-10-08,2018-10-08,LTG LN,Learning Technologies Group PL,53.2141,31.3094,130.0,"ADDL,Secondary Share Offering,Best Efforts,Sub Sector Flag,REG S,Rule 144A",1131.51,1.923076868,-0.3846153915,1131.51,4.33028253415241,"['Goldman Sachs', 'Joh Berenberg Gossler & Co KG', 'Numis']",130.2644,136.0,-0.044117647058823484,0.002033846153846053,True
BUR LN,2018-10-01,2018-10-04,2018-10-01,2018-10-04,BUR LN,Burford Capital Ltd,251.08,10.4119,1850.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",5250.84,-2.054054022,-5.297297478,5250.84,9.215745015636317,"['Joh Berenberg Gossler & Co KG', 'Macquarie', 'Numis']",1830.0849,1990.0,-0.07035175879396982,-0.010764918918918842,False
SAF FP,2018-10-01,2018-10-02,2018-10-01,2018-10-02,SAF FP,Safran SA,1439.6,10.4,119.65,"ADDL,Secondary Share Offering,Government Exit",57636.7,-0.9193493724,-0.5432524085,57636.7,108.03180650190727,"['BNP Paribas', 'Morgan Stanley', 'Societe Generale']",118.2716,120.4,-0.006229235880398698,-0.011520267446719634,True
DCC LN,2018-09-27,2018-10-01,2018-09-27,2018-10-01,DCC LN,DCC PLC,793.273,8.9045,6800.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,5.147058964,4.705882549,8192.7028,19.326178276476174,"['Davy', 'JP Morgan']",7150.0979,7000.0,-0.02857142857142858,0.05148498529411771,True
CLIN LN,2018-09-27,2018-10-01,2018-09-27,2018-10-01,CLIN LN,Clinigen Group Plc,104.809,9.4675,845.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Sub Sector Flag,REG S,Rule 144A",1460.74,2.189349174,3.846153736,1460.74,2.6889131187201616,"['Numis', 'RBC Capital Markets']",876.7704,830.0,0.01807228915662651,0.03759810650887574,False
ASC LN,2018-09-26,2018-09-27,2018-09-26,2018-09-27,ASC LN,ASOS PLC,149.845,2.0,5685.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",6228.67,0.5101143122,1.354441524,6228.67,21.1293449922804,['Numis'],5684.1395,5986.0,-0.050283995990644814,-0.0001513632365874873,False
BFIT NA,2018-09-26,2018-09-27,2018-09-26,2018-09-27,BFIT NA,Basic-Fit NV,132.621,3.7,30.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1959.45,-3.606557369,-3.934426308,1959.45,1.5760404352395838,"['ABN Amro Bank NV', 'Morgan Stanley']",29.9842,32.35,-0.057187017001545604,-0.016911475409836063,True
EVK GR,2018-09-24,2018-09-25,2018-09-24,2018-09-25,EVK GR,Evonik Industries AG,588.278,16.314,30.65,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",16803.8,1.957586884,2.610115528,16803.8,18.910938092424562,"['Deutsche Bank', 'Goldman Sachs', 'UBS']",31.225,30.89,-0.0077695046940757795,0.01876019575856458,True
INTER NA,2018-09-24,2018-09-25,2018-09-24,2018-09-25,INTER NA,Intertrust NV,141.774,7.7,15.65,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Block",1695.06,2.364219666,1.725242138,1695.06,1.4859068940592806,"['ABN Amro Bank NV', 'Deutsche Bank']",16.0361,16.49,-0.050939963614311634,0.024670926517571967,False
BDRILL NO,2018-09-19,2018-09-20,2018-09-19,2018-09-20,BDRILL NO,Borr Drilling Ltd,74.2917,17.0714,35.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",2318.15,5.915493011,6.478873253,2318.15,3.4767288487884773,['Pareto Securities'],37.1601,37.0,-0.04054054054054057,0.04676338028169025,False
SUN SW,2018-09-18,2018-09-19,2018-09-18,2018-09-19,SUN SW,Sulzer AG,580.612,5.0,112.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,3.660714388,6.25,4323.2042,3.9161449503044965,"['Credit Suisse', 'UBS']",114.8712,121.7,-0.0797041906327034,0.025635714285714206,True
TKWY NA,2018-09-12,2018-09-12,2018-09-12,2018-09-12,TKWY NA,Takeaway.com NV,182.808,2.4,65.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",3291.54,0.3053435087,-1.679389358,3291.54,3.032415259587878,['Morgan Stanley'],67.8222,68.3,-0.040995607613469986,0.03545343511450372,True
ADYEN NA,2018-09-12,2018-09-13,2018-09-12,2018-09-13,ADYEN NA,Adyen NV,1918.8,2.4627,670.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,-3.313432932,-8.208954811,25277.5353,11.690289324037366,"['JP Morgan', 'Morgan Stanley']",648.5385,738.2,-0.09238688702248721,-0.032032089552238796,True
HOFI SS,2018-09-11,2018-09-14,2018-09-11,2018-09-14,HOFI SS,Hoist Finance AB,62.7361,8.1185,70.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",696.234,13.0,13.428571699999999,696.234,1.5143644745675162,"['Deutsche Bank', 'Nordea Bank Abp']",78.6028,74.4,-0.05913978494623662,0.12289714285714282,False
PLUS LN,2018-09-07,2018-09-07,2018-09-07,2018-09-07,PLUS LN,Plus500 Ltd,226.466,11.375,1540.0,"ADDL,Secondary Share Offering",2267.82,-3.051948071,-2.727272749,2267.82,32.28117699966505,['Credit Suisse'],1517.7979,1490.0,0.033557046979865834,-0.014416948051948042,False
PLUS LN,2018-09-06,2018-09-06,2018-09-06,2018-09-06,PLUS LN,Plus500 Ltd,188.262,9.39,1550.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",2283.76,3.741935492,-3.870967627,2283.76,27.43277835439468,['Liberum Capital Ltd'],1560.1805,1608.0,-0.03606965174129351,0.006568064516129013,False
SRS IM,2018-09-05,2018-09-06,2018-09-05,2018-09-06,SRS IM,Saras SpA,221.031,95.1,2.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",2211.08,-6.300000191,-6.5,2211.08,5.574513254074352,['Bank of America Merrill Lynch'],1.9061,2.158,-0.07321594068582016,-0.04695000000000005,True
CCFS LN,2018-09-05,2018-09-06,2018-09-05,2018-09-06,CCFS LN,Charter Court Financial Servic,65.8053,15.0,340.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,REG S",0.0,4.0,0.6470588446,1113.8654,1.1701439314837123,['Barclays'],349.7111,361.0,-0.05817174515235457,0.028562058823529357,False
SWMA SS,2018-09-04,2018-09-05,2018-09-04,2018-09-05,SWMA SS,Swedish Match AB,221.547,4.3,469.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",9099.09,0.767590642,1.49253726,9099.09,31.99226959219148,['Carnegie'],471.1837,492.1,-0.04694167852062592,0.004656076759061767,False
SBRE LN,2018-09-04,2018-09-05,2018-09-04,2018-09-05,SBRE LN,Sabre Insurance Group PLC,149.581,44.7574,260.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Rule 144A",838.695,2.307692289,1.923076868,838.695,1.3203722440710899,['Barclays'],264.5669,274.0,-0.051094890510948954,0.01756499999999983,False
CTM SS,2018-08-28,2018-08-29,2018-08-28,2018-08-29,CTM SS,Catena Media PLC,50.8172,4.35,106.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",650.781,-11.12676048,-11.73708916,650.781,4.635402889254547,"['Carnegie', 'SEB']",101.0221,114.2,-0.0674255691768827,-0.051435680751173773,False
SOON SW,2018-08-28,2018-08-29,2018-08-28,2018-08-29,SOON SW,Sonova Holding AG,322.965,1.7839,176.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",11827.8,0.3682719469,1.586402297,11827.8,28.89296168899973,['Credit Suisse'],177.5008,182.2,-0.031284302963776045,0.00567025495750717,False
VCP LN,2018-08-06,2018-08-07,2018-08-06,2018-08-07,VCP LN,Victoria PLC,78.2944,7.3146,827.0,"ADDL,Primary Share Offering,Secondary Share Offering,Best Efforts,Sub Sector Flag",1342.24,0.9673518538,1.813784719,1342.24,2.9331456885039118,"['Cantor Fitzgerald', 'Joh Berenberg Gossler & Co KG']",834.2654,835.0,-0.009580838323353325,0.00878524788391788,False
FEVR LN,2018-08-06,2018-08-07,2018-08-06,2018-08-07,FEVR LN,Fevertree Drinks PLC,133.96,3.0,3450.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",5161.36,3.942028999,1.01449275,5161.36,19.602080017538253,[None],3563.2751,3680.0,-0.0625,0.0328333623188406,False
PGS NO,2018-07-30,2018-07-31,2018-07-30,2018-07-31,PGS NO,PGS ASA,98.3055,20.0,40.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1664.21,-0.3249999881,-0.5,1664.21,12.487532472178883,"['Morgan Stanley', 'Nordea Bank Abp']",39.7972,42.91,-0.06781635982288503,-0.00507000000000013,True
LOG SM,2018-07-30,2018-07-31,2018-07-30,2018-07-31,LOG SM,Cia de Distribucion Integral L,310.825,13.265,20.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block,REG S",3107.68,1.799999952,3.599999905,3107.68,4.7684226049345595,"['Barclays', 'Morgan Stanley']",20.4389,21.58,-0.07321594068582016,0.021945000000000103,True
