,,,Announced Date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Market cap,ADV,Bookrunner,listing_price,announce_price,discount,firstday_return,Broker_broad,Broker_core,abs_return,rel_return,holding,size,abs_pnl,rel_pnl
SOLB BB,2015-12-16,2015-12-17,2015-12-16,2015-12-17,SOLB BB,Solvay SA,104.22,1.054,90.5,"ADDL,Primary Share Offering,Rump Placement,Accelerated Bookbuild",10469.1,8.23204422,6.640883923,10469.1,57.57992879154154,"['BNP Paribas', 'Credit Suisse', 'Morgan Stanley']",96.3262,93.28,-0.029802744425385996,0.06437790055248627,True,True,0.06437790055248627,0.04599353203968293,1,2084.4,134.1892959116024,95.86891818351509
RFRG NA,2015-12-02,2015-12-03,2015-12-02,2015-12-03,RFRG NA,Refresco Group BV,129.137,8.0,15.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1349.34,5.245901585,4.262295246,1349.34,1.9208606588492398,"['ABN Amro Bank NV', 'Credit Suisse', 'JP Morgan']",15.8244,16.05,-0.049844236760124616,0.037665573770491845,True,True,0.037665573770491845,0.0737947994657171,1,384.172131769848,14.470063769744325,28.34990542427298
SAGA LN,2015-12-01,2015-12-02,2015-12-01,2015-12-02,SAGA LN,Saga PLC,437.146,145.0,200.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",3338.83,-0.349999994,1.25,3338.83,3.0562830962686585,"['Bank of America Merrill Lynch', 'JP Morgan']",201.2818,212.2,-0.057492931196983954,0.006409000000000109,True,True,0.006409000000000109,0.009564498844708336,1,611.2566192537317,3.9175436727972333,5.84636322867264
IMCD NA,2015-12-01,2015-12-02,2015-12-01,2015-12-02,IMCD NA,IMCD NV,142.679,4.0,33.6,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",1870.48,0.2678616941,0.1190521643,1870.48,2.593858036183418,"['Goldman Sachs', 'Deutsche Bank']",33.69,35.375,-0.05017667844522966,0.002678571428571308,True,True,0.002678571428571308,0.005834070273279313,1,518.7716072366836,1.389566805098197,3.026550012400867
SOPH LN,2015-11-30,2015-12-01,2015-11-30,2015-12-01,SOPH LN,Sophos Group PLC,239.056,60.0,265.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1800.68,-1.509433985,-2.94339633,1800.68,3.0760455049369098,"['JP Morgan', 'Morgan Stanley']",260.72,283.6,-0.06558533145275047,-0.016150943396226358,True,True,-0.016150943396226358,-0.008505033715495158,1,615.209100987382,-9.936207366890512,-5.23237414597715
ATC NA,2015-11-23,2015-11-23,2015-11-23,2015-11-23,ATC NA,Altice Europe NV,842.166,61.0,13.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",11337.6,3.846153736,-0.4615384638,11337.6,51.89440500387567,['Goldman Sachs'],14.0916,14.275,-0.08931698774080565,0.0839692307692308,True,True,0.01333272300542454,0.026520719123670267,2,5000.0,66.6636150271227,132.60359561835133
CERV IM,2015-11-23,2015-11-23,2015-11-23,2015-11-23,CERV IM,Cerved Group SpA,331.493,47.655,6.55,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1356.44,0.6106840968,3.816790819,1356.44,2.6267894330210395,['JP Morgan'],6.966,6.945,-0.056875449964002955,0.06351145038167938,True,True,0.02368364497946529,0.03671761319213851,2,525.3578866042079,12.442389673496244,19.28988766777267
GALP PL,2015-11-19,2015-11-20,2015-11-19,2015-11-20,GALP PL,Galp Energia SGPS SA,348.545,33.1247,9.81,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",8663.72,-2.619779825,-1.743123412,8663.72,16.766532327473378,"['Bank of America Merrill Lynch', 'Goldman Sachs']",9.6451,10.065,-0.025335320417287588,-0.01680937818552508,True,True,-0.020930193168711475,-0.019901075239249444,2,3353.306465494675,-70.18535207669267,-66.73440427007115
LEG GR,2015-11-12,2015-11-18,2015-11-12,2015-11-18,LEG GR,LEG Immobilien AG,330.57,4.51,68.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",4600.85,7.544117451,7.347058773,4600.85,19.40912201976163,"['Commerzbank', 'Morgan Stanley', 'Societe Generale']",72.6784,68.899,-0.013048084877864685,0.06879999999999997,True,True,0.10057652433787934,0.08345152141031797,9,3881.824403952326,390.42040663948507,323.94415235752234
1474732D IM,2015-11-11,2015-11-12,2015-11-11,2015-11-12,1474732D IM,EXOR SpA,548.466,12.0,42.6,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",11254.1,-2.065724134,-2.605630398,11254.1,27.790767145142617,"['Citi', 'Deutsche Bank', 'Mediobanca', 'Morgan Stanley']",42.3513,44.84,-0.049955396966993804,-0.00583802816901402,True,True,-0.00583802816901402,0.011770035813911672,1,5000.0,-29.1901408450701,58.850179069558365
FGR FP,2015-10-21,2015-10-22,2015-10-21,2015-10-22,FGR FP,Eiffage SA,178.61,2.7715,56.8,"ADDL,Secondary Share Offering,PE Backed,Accelerated Bookbuild,REG S",6150.27,-0.08802682906,-0.7042239904,6150.27,16.409401212318965,"['Citi', 'Goldman Sachs']",56.0383,57.57,-0.013375021712697666,-0.013410211267605554,True,True,-0.014290345205356325,-0.05984009669084345,2,3281.8802424637934,-46.89920158744612,-196.38803103680212
RMG LN,2015-10-12,2015-10-13,2015-10-12,2015-10-13,RMG LN,Royal Mail PLC,907.786,129.9,455.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit,Rule 144A",6988.35,-0.901098907,-1.428571463,6988.35,18.308241127998333,"['Bank of America Merrill Lynch', 'Goldman Sachs', 'JP Morgan']",450.5425,472.2,-0.03642524354087251,-0.009796703296703235,True,True,-0.009796703296703235,-0.0017747283203380926,1,3661.648225599666,-35.8720812430998,-6.498430805087453
