,,,Announced Date,Pricing date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Bookrunner,Security type,Market cap
ATTO US,2014-05-01,2014-10-02,2014-05-01,2014-10-01,2014-10-02,ATTO US,Atento SA,150.0,10.0,15.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,REG S,Rule 144A",1104.29,-8.333333015,-13.60000038,"Credit Suisse, Morgan Stanley, Banco Itau BBA",Common,1104.29
LNCOQ US,2012-06-25,2012-10-12,2012-06-25,2012-10-11,2012-10-12,LNCOQ US,LinnCo LLC,1269.74,30.25,36.5,"IPO,Primary Share Offering",1104.12,0.6849315166,4.821918011,"UBS, Raymond James & Associates, Credit Suisse, Bank of America Merrill Lynch, Wells Fargo, RBC Capital Markets, Citi, Barclays",Common,1104.12
GOOS US,2017-02-15,2017-03-16,2017-02-15,2017-03-15,2017-03-16,GOOS US,Canada Goose Holdings Inc,293.94,20.0,12.78,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Dual Listing,Emerging Growth Company",1103.02,40.8450737,25.82159805,"Wells Fargo, TD Securities, BMO Capital Markets, Barclays, Morgan Stanley, Bank of America Merrill Lynch, RBC Capital Markets, CIBC, Goldman Sachs, Credit Suisse",Common,1103.02
ADAP US,2015-04-06,2015-05-06,2015-04-06,2015-05-05,2015-05-06,ADAP US,Adaptimmune Therapeutics Plc,191.25,11.25,17.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",0.0,13.23529434,-5.882352829,"Bank of America Merrill Lynch, Cowen & Co, SVB Leerink LLC",ADR,1102.5650634765625
TFM US,2010-05-03,2010-11-05,2010-05-03,2010-11-04,2010-11-05,TFM US,Fresh Market Inc/The,333.329,13.175,22.0,"IPO,Secondary Share Offering",1099.28,59.09090805,45.95454407,"Bank of America Merrill Lynch, JP Morgan, Goldman Sachs",Common,1099.28
TME US,2018-10-02,2018-12-12,2018-10-02,2018-12-11,2018-12-12,TME US,Tencent Music Entertainment Gr,1066.0,82.0,13.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",1097.94,8.461538315,7.692307472,"JP Morgan, Deutsche Bank, Bank of America Merrill Lynch, Goldman Sachs, Morgan Stanley",ADR,1097.94
TNET US,2014-03-14,2014-03-27,2014-03-14,2014-03-26,2014-03-27,TNET US,TriNet Group Inc,276.0,15.0,16.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed",1093.2,15.625,19.375,"Morgan Stanley, JP Morgan, Deutsche Bank",Common,1093.2
LPG US,2014-03-07,2014-05-08,2014-03-07,2014-05-07,2014-05-08,LPG US,Dorian LPG Ltd,139.665,7.1053,19.0,"IPO,Primary Share Offering,Emerging Growth Company",1085.44,0.0,-1.894736886,"UBS, JP Morgan, Clarkson Capital Markets, Wells Fargo",Common,1085.44
HIFR US,2014-12-19,2015-01-30,2014-12-19,2015-01-29,2015-01-30,HIFR US,InfraREIT Inc,529.0,20.0,23.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",1081.35,17.82608604,15.652174,"Bank of America Merrill Lynch, Citi, RBC Capital Markets, Morgan Stanley",Common,1081.35
PRAH US,2014-09-08,2014-11-13,2014-09-08,2014-11-12,2014-11-13,PRAH US,PRA Health Sciences Inc,351.418,16.9767,18.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",1076.56,3.055555582,9.0,"Citi, Kohlberg Kravis Roberts & Co, Jefferies, UBS, Credit Suisse, Wells Fargo",Common,1076.56
NEWR US,2014-11-10,2014-12-12,2014-11-10,2014-12-11,2014-12-12,NEWR US,New Relic Inc,132.25,5.0,23.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",1076.3,31.13043404,47.78260803,"Morgan Stanley, JP Morgan, Allen & Co, UBS, JMP Group LLC, Raymond James & Associates",Common,1076.3
GEDU US,2010-09-17,2010-10-08,2010-09-17,2010-10-07,2010-10-08,GEDU US,Global Education & Technology,76.9786,6.375,10.5,"IPO,Primary Share Offering,PE Backed",1074.67,14.28571415,16.19047546,"Bank of America Merrill Lynch, Credit Suisse",ADR,1074.67
OEC US,2014-06-09,2014-07-25,2014-06-09,2014-07-25,2014-07-25,OEC US,Orion Engineered Carbons SA,351.0,19.5,18.0,"IPO,Secondary Share Offering",1073.43,-1.111111164,-1.388888836,"Goldman Sachs, Morgan Stanley, UBS, Barclays, JP Morgan",Common,1073.43
DRII US,2013-06-14,2013-07-19,2013-06-14,2013-07-18,2013-07-19,DRII US,Diamond Resorts International,249.55,15.5,14.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",1055.52,4.0,15.35714245,"Credit Suisse, JP Morgan, Bank of America Merrill Lynch, Guggenheim Capital",Common,1055.52
SALE US,2013-06-17,2013-07-19,2013-06-17,2013-07-18,2013-07-19,SALE US,RetailMeNot Inc,219.544,9.0909,21.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,PE Backed,Emerging Growth Company",1054.35,26.19047546,31.90476227,"Morgan Stanley, Goldman Sachs, Credit Suisse",Common,1054.35
GOSS US,2018-12-21,2019-02-08,2018-12-21,2019-02-07,2019-02-08,GOSS US,Gossamer Bio Inc,317.4,17.25,16.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",1053.83,18.75,12.125,"Barclays, Evercore Partners Inc, SVB Leerink LLC, Bank of America Merrill Lynch",Common,1053.83
NGM US,2018-09-28,2019-04-04,2018-09-28,2019-04-03,2019-04-04,NGM US,NGM Biopharmaceuticals Inc,120.342,6.6667,16.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",1053.57,-6.25,-8.125,"Goldman Sachs, Citi, Cowen & Co",Common,1053.57
CASA US,2017-11-17,2017-12-15,2017-11-17,2017-12-14,2017-12-15,CASA US,Casa Systems Inc,89.7,6.0,13.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",1052.97,3.846153736,10.76923084,"Morgan Stanley, Barclays",Common,1052.97
SFXEQ US,2013-06-25,2013-10-09,2013-06-25,2013-10-08,2013-10-09,SFXEQ US,LiveStyle Inc,260.0,20.0,13.0,"IPO,Primary Share Offering,Emerging Growth Company",1046.68,0.0,-8.538461685,"UBS, Jefferies, Deutsche Bank",Common,1046.68
BXG US,2017-10-23,2017-11-17,2017-10-23,2017-11-16,2017-11-17,BXG US,Bluegreen Vacations Corp,104.628,6.4986,14.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",1046.28,-10.35714245,-7.142857075,"Credit Suisse, Stifel, Bank of America Merrill Lynch, SunTrust Robinson Humphrey",Common,1046.28
SAIL US,2017-10-20,2017-11-17,2017-10-20,2017-11-16,2017-11-17,SAIL US,SailPoint Technologies Holding,276.0,20.0,12.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",1044.65,24.16666603,8.333333015,"Morgan Stanley, Citi, Jefferies, RBC Capital Markets",Common,1044.65
BCSF US,2018-10-09,2018-11-15,2018-10-09,2018-11-14,2018-11-15,BCSF US,Bain Capital Specialty Finance,151.875,7.5,20.25,"IPO,Primary Share Offering,Emerging Growth Company",1042.51,-11.11111069,-11.11111069,"Morgan Stanley, Bank of America Merrill Lynch, Goldman Sachs, Citi, Credit Suisse, Wells Fargo, Stifel",Common,1042.51
GWB US,2014-08-28,2014-10-15,2014-08-28,2014-10-14,2014-10-15,GWB US,Great Western Bancorp Inc,331.2,16.0,18.0,"IPO,Secondary Share Offering,Emerging Growth Company",0.0,0.0,0.0,"Bank of America Merrill Lynch, Deutsche Bank",Common,1041.9500198364256
FGEN US,2014-10-01,2014-11-14,2014-10-01,2014-11-14,2014-11-14,FGEN US,FibroGen Inc,167.67,8.1,18.0,"IPO,Primary Share Offering,Emerging Growth Company",1041.39,27.77777863,22.22222137,"Goldman Sachs, Citi, SVB Leerink LLC",Common,1041.39
TVIAQ US,2011-03-11,2011-05-27,2011-03-11,2011-05-26,2011-05-27,TVIAQ US,TerraVia Holdings Inc,227.183,10.975,18.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed",1039.3,11.11111069,15.05555534,"Morgan Stanley, Goldman Sachs",Common,1039.3
CHWY US,2019-04-29,2019-06-14,2019-04-29,2019-06-13,2019-06-14,CHWY US,Chewy Inc,1023.0,46.5,22.0,"IPO,Primary Share Offering,Secondary Share Offering",1023.0,63.63636398,59.04545593,"Wells Fargo, UBS, RBC Capital Markets, Jefferies, BC Partners, Barclays, Bank of America Merrill Lynch, Allen & Co, JP Morgan, Morgan Stanley",Class A,1023.0
CHGG US,2013-08-14,2013-11-13,2013-08-14,2013-11-12,2013-11-13,CHGG US,Chegg Inc,187.5,15.0,12.5,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,Emerging Growth Company",1021.6,-12.0,-22.55999947,"JP Morgan, Bank of America Merrill Lynch, Jefferies",Common,1021.6
ADRO US,2015-03-11,2015-04-15,2015-03-11,2015-04-14,2015-04-15,ADRO US,Aduro Biotech Inc,136.85,7.0,17.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",1020.01,88.23529053,147.0588226,"Bank of America Merrill Lynch, SVB Leerink LLC",Common,1020.01
HCC US,2017-03-07,2017-04-13,2017-03-07,2017-04-12,2017-04-13,HCC US,Warrior Met Coal Inc,316.667,16.6667,19.0,"IPO,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",1016.5,-7.894736767,-5.263157845,"Credit Suisse, Citi, Morgan Stanley, BMO Capital Markets, RBC Capital Markets",Common,1016.5
MPG US,2014-08-22,2014-12-12,2014-08-22,2014-12-11,2014-12-12,MPG US,Metaldyne Performance Group In,171.715,10.0,15.0,"IPO,Secondary Share Offering",1006.1,1.666666627,0.7333333492,"Goldman Sachs, Bank of America Merrill Lynch, Deutsche Bank, Barclays, Credit Suisse, RBC Capital Markets",Common,1006.1
ZNGA US,2011-07-01,2011-12-16,2011-07-01,2011-12-15,2011-12-16,ZNGA US,Zynga Inc,1000.0,100.0,10.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,PE Backed",1000.0,10.0,-5.0,"Morgan Stanley, Goldman Sachs, Bank of America Merrill Lynch, Barclays, JP Morgan",Class A,1000.0
ATKR US,2016-03-04,2016-06-10,2016-03-04,2016-06-09,2016-06-10,ATKR US,Atkore International Group Inc,192.0,12.0,16.0,"IPO,Secondary Share Offering,PE Backed,PE Exit",999.334,-1.5625,0.0,"Deutsche Bank, JP Morgan, Credit Suisse, UBS, Citi, RBC Capital Markets, Wells Fargo",Common,999.334
NOVA US,2019-06-27,2019-07-25,2019-06-27,2019-07-24,2019-07-25,NOVA US,Sunnova Energy International I,168.0,14.0,12.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",997.387,-7.916666508,-6.25,"Bank of America Merrill Lynch, JP Morgan, Goldman Sachs, Credit Suisse",Common,997.387
TAM US,2012-12-03,2013-04-18,2012-12-03,2013-04-17,2013-04-18,TAM US,Taminco Corp,254.402,15.7895,15.0,"IPO,Primary Share Offering,PE Backed,PE Exit",995.99,-5.866666794,-3.0,"UBS, Morgan Stanley, Jefferies, Deutsche Bank, JP Morgan, Credit Suisse, Citi, Goldman Sachs",Common,995.99
VA US,2014-07-28,2014-11-14,2014-07-28,2014-11-13,2014-11-14,VA US,Virgin America Inc,352.779,13.3376,23.0,"IPO,Primary Share Offering,Secondary Share Offering",987.576,17.39130402,30.43478203,"Deutsche Bank, Barclays",Common,987.576
ZM US,2019-03-22,2019-04-18,2019-03-22,2019-04-17,2019-04-18,ZM US,Zoom Video Communications Inc,864.0,20.8696,36.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company,Rule 144A",985.997,80.55555725,72.22222137,"Bank of America Merrill Lynch, Credit Suisse, Goldman Sachs, JP Morgan, RBC Capital Markets, Wells Fargo, Morgan Stanley",Class A,985.997
TRGP US,2010-09-09,2010-12-07,2010-09-09,2010-12-06,2010-12-07,TRGP US,Targa Resources Corp,414.289,16.375,22.0,"IPO,Secondary Share Offering,PE Backed,PE Exit",984.46,9.545454979,12.27272701,"Bank of America Merrill Lynch, Deutsche Bank, Citi, Morgan Stanley, Barclays",Common,984.46
MM US,2012-01-05,2012-03-29,2012-01-05,2012-03-28,2012-03-29,MM US,Millennial Media Inc,152.49,10.2,13.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed",973.57,92.30769348,92.30769348,"Morgan Stanley, Goldman Sachs, Barclays",Common,973.57
MPSX US,2015-06-26,2015-10-22,2015-06-26,2015-10-21,2015-10-22,MPSX US,Multi Packaging Solutions Inte,246.675,16.5,13.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,Emerging Growth Company",967.712,-0.769230783,21.76922989,"Barclays, Bank of America Merrill Lynch, Citi, Credit Suisse, Goldman Sachs, UBS",Common,967.712
FGL US,2013-08-29,2013-12-13,2013-08-29,2013-12-12,2013-12-13,FGL US,Fidelity & Guaranty Life,165.75,9.75,17.0,"IPO,Primary Share Offering",964.75,11.76470566,10.94117641,"Credit Suisse, Jefferies, JP Morgan, Macquarie, RBC Capital Markets",Common,964.75
FWP US,2014-08-11,2014-10-15,2014-08-11,2014-10-15,2014-10-15,FWP US,Forward Pharma A/S,235.2,10.5,21.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",962.094,-9.571428299,-16.66666603,"SVB Leerink LLC, Jefferies, RBC Capital Markets",ADR,962.094
YEXT US,2017-03-13,2017-04-13,2017-03-13,2017-04-12,2017-04-13,YEXT US,Yext Inc,132.825,10.5,11.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",957.71,27.27272797,21.90909004,"Morgan Stanley, JP Morgan, RBC Capital Markets",Common,957.71
GDS US,2016-10-04,2016-11-02,2016-10-04,2016-11-01,2016-11-02,GDS US,GDS Holdings Ltd,200.707,19.25,10.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",948.238,0.0,4.099999905,"Credit Suisse, JP Morgan, Citi, RBC Capital Markets, China Renaissance Partners",ADR,948.238
SYNH US,2014-10-06,2014-11-07,2014-10-06,2014-11-06,2014-11-07,SYNH US,Syneos Health Inc,172.5,8.1081,18.5,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",947.198,8.648648262,10.75675678,"Credit Suisse, Goldman Sachs, Robert W Baird & Co, Wells Fargo, William Blair & Co LLC",Class A,947.198
PS US,2018-04-16,2018-05-17,2018-04-16,2018-05-16,2018-05-17,PS US,Pluralsight Inc,357.075,20.7,15.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",943.812,33.33333206,33.33333206,"Morgan Stanley, JP Morgan, Barclays, Bank of America Merrill Lynch",Class A,943.812
FUEL US,2013-08-16,2013-09-20,2013-08-16,2013-09-19,2013-09-20,FUEL US,Rocket Fuel Inc,133.4,4.0,29.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,Emerging Growth Company",942.32,106.7241364,93.44827271,"Citi, Credit Suisse",Common,942.32
HCAT US,2019-04-10,2019-07-25,2019-04-10,2019-07-24,2019-07-25,HCAT US,Health Catalyst Inc,209.3,7.0,26.0,"IPO,Primary Share Offering,Emerging Growth Company",939.333,44.23077011,50.65384674,"JP Morgan, Goldman Sachs, William Blair & Co LLC",Common,939.333
MEDP US,2016-06-24,2016-08-11,2016-06-24,2016-08-10,2016-08-11,MEDP US,Medpace Holdings Inc,185.15,7.0,23.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",935.918,22.39130402,20.82608604,"Jefferies, Credit Suisse, UBS, Wells Fargo",Common,935.918
OLLI US,2015-06-15,2015-07-16,2015-06-15,2015-07-15,2015-07-16,OLLI US,Ollie's Bargain Outlet Holding,164.221,8.925,16.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",935.411,41.75,32.1875,"Jefferies, JP Morgan, Bank of America Merrill Lynch, Credit Suisse, Piper Jaffray & Co, KeyBanc Capital Markets, RBC Capital Markets",Common,935.411
MYCC US,2013-07-12,2013-09-20,2013-07-12,2013-09-19,2013-09-20,MYCC US,ClubCorp Holdings Inc,289.797,18.0,14.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",930.57,8.928571701,3.571428537,"Jefferies, Goldman Sachs, Citi, Bank of America Merrill Lynch, Deutsche Bank",Common,930.57
NTSP US,2010-07-15,2010-10-19,2010-07-15,2010-10-18,2010-10-19,NTSP US,NetSpend Holdings Inc,234.481,18.536,11.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",929.67,1.818181872,18.18181801,"Goldman Sachs, Bank of America Merrill Lynch, William Blair & Co LLC",Common,929.67
TSE US,2014-03-14,2014-06-12,2014-03-14,2014-06-11,2014-06-12,TSE US,Trinseo SA,218.5,10.0,19.0,"IPO,Primary Share Offering,PE Backed",926.62,8.684210777,6.578947544,"HSBC, Jefferies, Bank of America Merrill Lynch, Barclays, Morgan Stanley, Citi, Goldman Sachs, Deutsche Bank",Common,926.62
OPWR US,2014-03-03,2014-04-04,2014-03-03,2014-04-04,2014-04-04,OPWR US,OPOWER Inc,133.285,6.1,19.0,"IPO,Primary Share Offering,VC Backed",919.12,31.57894707,21.05263138,"Morgan Stanley, Goldman Sachs",Common,919.12
FIVE US,2012-04-18,2012-07-19,2012-04-18,2012-07-19,2012-07-19,FIVE US,Five Below Inc,187.981,9.6154,17.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",917.4,53.23529434,55.88235474,"Goldman Sachs, Barclays, Jefferies, Credit Suisse, Deutsche Bank, UBS, Wells Fargo",Common,917.4
SCAI US,2013-09-05,2013-10-30,2013-09-05,2013-10-29,2013-10-30,SCAI US,Surgical Care Affiliates Inc,269.868,9.7778,24.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",915.43,16.66666603,12.91666698,"JP Morgan, Citi, Bank of America Merrill Lynch, Barclays, Goldman Sachs, Morgan Stanley",Common,915.43
SGRY US,2015-08-17,2015-10-01,2015-08-17,2015-09-30,2015-10-01,SGRY US,Surgery Partners Inc,301.235,14.285,19.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,Emerging Growth Company",914.983,-7.631578922,-4.6842103,"Bank of America Merrill Lynch, Goldman Sachs, Jefferies, Citi, Credit Suisse, Morgan Stanley, Raymond James & Associates, RBC Capital Markets",Common,914.983
CUDA US,2013-10-01,2013-11-06,2013-10-01,2013-11-05,2013-11-06,CUDA US,Barracuda Networks Inc,85.698,4.14,18.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",911.58,23.33333397,19.72222137,"Morgan Stanley, Bank of America Merrill Lynch, JP Morgan",Common,911.58
TLMR US,2014-01-10,2014-02-12,2014-01-10,2014-02-11,2014-02-12,TLMR US,Talmer Bancorp Inc,232.556,15.5556,13.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",909.26,5.769230843,6.153846264,"Stifel, JP Morgan",Class A,909.26
BCC US,2012-11-15,2013-02-06,2012-11-15,2013-02-05,2013-02-06,BCC US,Boise Cascade Co,284.117,11.7647,21.0,"IPO,Primary Share Offering,PE Backed",907.82,21.142856600000002,24.52380943,"Goldman Sachs, Bank of America Merrill Lynch, Deutsche Bank, JP Morgan, Wells Fargo",Common,907.82
HOME US,2015-09-04,2016-08-04,2015-09-04,2016-08-03,2016-08-04,HOME US,At Home Group Inc,142.95,8.667,15.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",905.51,8.333333015,0.0,"Goldman Sachs, Bank of America Merrill Lynch, Jefferies, Morgan Stanley",Common,905.51
MYOV US,2016-09-30,2016-10-27,2016-09-30,2016-10-27,2016-10-27,MYOV US,Myovant Sciences Ltd,217.5,14.5,15.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",903.42,0.0,-11.60000038,"Citi, Cowen & Co, Barclays, Evercore Partners Inc",Common,903.42
PEN US,2015-08-14,2015-09-18,2015-08-14,2015-09-17,2015-09-18,PEN US,Penumbra Inc,138.0,4.0,30.0,"IPO,Primary Share Offering,Emerging Growth Company",901.158,33.33333206,37.66666794,"JP Morgan, Bank of America Merrill Lynch",Common,901.158
SLCA US,2011-07-18,2012-02-01,2011-07-18,2012-01-31,2012-02-01,SLCA US,US Silica Holdings Inc,200.0,11.7647,17.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",900.0,1.470588207,-5.882352829,"Morgan Stanley, Bank of America Merrill Lynch, Jefferies",Common,900.0
NBHC US,2011-11-14,2012-09-20,2011-11-14,2012-09-19,2012-09-20,NBHC US,National Bank Holdings Corp,158.283,7.15,19.25,"IPO,Secondary Share Offering,VC Backed,PE Backed",889.97,5.194805145,1.818181872,"Stifel, Goldman Sachs, FBR Capital Markets Corp",Class A,889.97
NTRA US,2015-06-01,2015-07-02,2015-06-01,2015-07-01,2015-07-02,NTRA US,Natera Inc,196.2,10.0,18.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",887.891,22.77777863,26.33333397,"Morgan Stanley, Cowen & Co, Piper Jaffray & Co",Common,887.891
RH US,2011-09-09,2012-11-02,2011-09-09,2012-11-01,2012-11-02,RH US,RH,142.536,5.1643,24.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",887.32,33.54166794,29.58333397,"Bank of America Merrill Lynch, Goldman Sachs",Common,887.32
COUP US,2016-09-08,2016-10-06,2016-09-08,2016-10-05,2016-10-06,COUP US,Coupa Software Inc,153.18,7.4,18.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",885.978,94.44444275,84.8888855,"Morgan Stanley, JP Morgan, Barclays, RBC Capital Markets",Common,885.978
ATEN US,2014-02-18,2014-03-21,2014-02-18,2014-03-20,2014-03-21,ATEN US,A10 Networks Inc,187.5,12.5,15.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit,Emerging Growth Company",885.44,-8.333333015,8.066666603,"Morgan Stanley, Bank of America Merrill Lynch, JP Morgan, RBC Capital Markets",Common,885.44
INXN US,2011-01-12,2011-01-28,2011-01-12,2011-01-27,2011-01-28,INXN US,InterXion Holding NV,304.61,20.3753,13.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,PE Backed,PE Exit",883.36,11.53846169,6.153846264,"Citi, Bank of America Merrill Lynch, Barclays",Common,883.36
GLOG US,2012-01-17,2012-03-30,2012-01-17,2012-03-29,2012-03-30,GLOG US,GasLog Ltd,329.0,23.5,14.0,"IPO,Primary Share Offering",880.08,-10.71428585,-11.35714245,"UBS, JP Morgan, Goldman Sachs, Citi",Common,880.08
PINC US,2013-08-26,2013-09-26,2013-08-26,2013-09-25,2013-09-26,PINC US,Premier Inc,874.12,28.152,27.0,"IPO,Primary Share Offering,Emerging Growth Company",874.12,14.81481457,13.51851845,"JP Morgan, Bank of America Merrill Lynch, Wells Fargo",Class A,874.12
AVGTF US,2012-01-13,2012-02-02,2012-01-13,2012-02-01,2012-02-02,AVGTF US,AVG Technologies NV,128.0,8.0,16.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",870.12,-15.4375,-18.75,"Morgan Stanley, JP Morgan, Goldman Sachs",Common,870.12
VCTR US,2018-01-11,2018-02-08,2018-01-11,2018-02-07,2018-02-08,VCTR US,Victory Capital Holdings Inc,166.541,11.7,13.0,"IPO,Primary Share Offering,Emerging Growth Company",0.0,-5.769230843,-10.76923084,"Bank of America Merrill Lynch, Morgan Stanley, JP Morgan, Barclays, Goldman Sachs, RBC Capital Markets",Class A,868.642749
SAVE US,2010-09-17,2011-05-26,2010-09-17,2011-05-25,2011-05-26,SAVE US,Spirit Airlines Inc,190.278,15.6,12.0,"IPO,Primary Share Offering",864.97,-5.416666508,-3.75,"Morgan Stanley, Citi",Common,864.97
TCS US,2013-09-30,2013-11-01,2013-09-30,2013-10-31,2013-11-01,TCS US,Container Store Group Inc/The,258.75,12.5,18.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",862.61,94.44444275,101.1111145,"Barclays, Credit Suisse, JP Morgan, Morgan Stanley, Bank of America Merrill Lynch, Wells Fargo, Jefferies",Common,862.61
BL US,2016-09-30,2016-10-28,2016-09-30,2016-10-28,2016-10-28,BL US,Blackline Inc,168.13,8.6,17.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",860.559,44.23529434,39.41176605,"Goldman Sachs, JP Morgan",Common,860.559
MTSI US,2011-08-01,2012-03-15,2011-08-01,2012-03-14,2012-03-15,MTSI US,MACOM Technology Solutions Hol,131.1,6.0,19.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",859.93,0.5263158083,8.157895088,"Barclays, JP Morgan, Jefferies",Common,859.93
GMS US,2015-07-28,2016-05-26,2015-07-28,2016-05-25,2016-05-26,GMS US,GMS Inc,169.05,7.0,21.0,"IPO,Primary Share Offering,PE Backed",859.801,7.142857075,4.333333492,"Credit Suisse, Barclays, RBC Capital Markets, Robert W Baird & Co, Wells Fargo",Common,859.801
RENN US,2011-04-15,2011-05-04,2011-04-15,2011-05-04,2011-05-04,RENN US,Renren Inc,854.91,53.1,14.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,PE Backed",854.91,39.285713200000004,28.642856600000002,"Morgan Stanley, Credit Suisse, Deutsche Bank, Bank of America Merrill Lynch, Jefferies",ADR,854.91
MPOYQ US,2011-11-14,2012-04-20,2011-11-14,2012-04-19,2012-04-20,MPOYQ US,Amplify Energy Corp,358.8,24.0,13.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed",853.25,1.923076868,15.38461494,"Wells Fargo, Morgan Stanley, Goldman Sachs",Common,853.25
SFS US,2014-06-20,2014-09-24,2014-06-20,2014-09-23,2014-09-24,SFS US,Smart & Final Stores Inc,185.61,13.45,12.0,"IPO,Primary Share Offering,PE Backed",852.682,9.166666985,0.08333333582,"Morgan Stanley, Credit Suisse, Deutsche Bank, Barclays, Citi, Piper Jaffray & Co, Guggenheim Capital",Common,852.682
RPXC US,2011-01-21,2011-05-04,2011-01-21,2011-05-03,2011-05-04,RPXC US,RPX Corp,184.205,8.43044,19.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,PE Backed",852.21,26.31579018,25.68420982,"Goldman Sachs, Barclays",Common,852.21
TSLX US,2014-02-18,2014-03-21,2014-02-18,2014-03-20,2014-03-21,TSLX US,TPG Specialty Lending Inc,128.8,7.0,16.0,"IPO,Primary Share Offering,Emerging Growth Company",847.0,0.3125,0.0,"Bank of America Merrill Lynch, Goldman Sachs, JP Morgan, Barclays, Citi, Wells Fargo",Common,847.0
WMS US,2014-07-24,2014-07-25,2014-07-24,2014-07-24,2014-07-25,WMS US,Advanced Drainage Systems Inc,241.6,14.5,16.0,"IPO,Primary Share Offering,Secondary Share Offering",843.97,0.3125,0.9375,"Barclays, Deutsche Bank, Citi, RBC Capital Markets",Common,843.97
PCTY US,2014-01-30,2014-03-19,2014-01-30,2014-03-18,2014-03-19,PCTY US,Paylocity Holding Corp,137.729,7.045,17.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",837.89,82.35294342,41.41176605,"Deutsche Bank, Bank of America Merrill Lynch, William Blair & Co LLC",Common,837.89
