,,,Announced Date,Pricing date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Bookrunner,Market cap,ADV,listing_price,announce_price,discount,firstday_return,Broker_broad,Broker_core,abs_return,rel_return,holding,size,abs_pnl,rel_pnl
BBDC US,2017-02-27,2017-02-28,2017-02-27,2017-02-28,2017-02-28,BBDC US,Barings BDC Inc,136.5,7.0,19.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",928.996,-0.5641025901,-0.2051282078,"['Bank of America Merrill Lynch', 'Stifel', 'Robert W Baird & Co', 'Wells Fargo', 'Morgan Stanley']",928.996,3.507195709500001,19.3447,19.99,-0.02451225612806396,-0.007964102564102626,True,True,-0.007964102564102626,-0.005891263970204119,1,701.4391419000002,-5.586333268567738,-4.132363143966366
COTV US,2017-02-24,2017-03-08,2017-02-24,2017-03-07,2017-03-08,COTV US,Cotiviti Holdings Inc,348.588,8.42,36.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",3271.35,2.027777672,0.972222209,"['Credit Suisse', 'Barclays', 'Goldman Sachs', 'JP Morgan', 'Robert W Baird & Co', 'William Blair & Co LLC', 'Morgan Stanley', 'SunTrust Robinson Humphrey', 'Citi']",3271.35,8.847375882566668,36.6661,38.74,-0.07072792978833253,0.018502777777777757,True,True,0.018502777777777757,0.01833840000469511,1,1769.4751765133335,32.74020597432028,32.44934358528
PFGC US,2017-02-23,2017-02-24,2017-02-23,2017-02-24,2017-02-24,PFGC US,Performance Food Group Co,317.25,13.5,23.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",2434.29,1.914893627,2.127659559,['Morgan Stanley'],2434.29,18.71999780622222,23.7831,24.35,-0.03490759753593431,0.01204680851063844,True,True,0.01204680851063844,0.014229011452126183,1,3743.999561244444,45.10324577822615,53.2734126337026
WSO US,2017-02-23,2017-02-24,2017-02-23,2017-02-23,2017-02-24,WSO US,Watsco Inc,609.941,4.2357,144.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",4372.14,-0.06944444776,4.354166508,"['Goldman Sachs', 'Robert W Baird & Co']",4372.14,32.25379873892222,147.6624,152.09,-0.053192188835557874,0.025433333333333197,True,True,0.025433333333333197,0.02761553627482094,1,5000.0,127.16666666666599,138.0776813741047
NTB US,2017-02-13,2017-02-23,2017-02-13,2017-02-23,2017-02-23,NTB US,Bank of NT Butterfield & Son L,348.907,9.5558,31.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",1692.29,-1.417322874,0.3779527545,"['Goldman Sachs', ""Sandler O'Neill & Partners"", 'Citi', 'Stifel']",1692.29,4.277106986972098,31.9255,32.15,-0.01244167962674958,0.0055275590551180365,True,True,0.0055275590551180365,0.005583044019116246,1,855.4213973944196,4.728392291109248,4.775855316546975
CLF US,2017-02-09,2017-02-10,2017-02-09,2017-02-09,2017-02-10,CLF US,Cleveland-Cliffs Inc,679.938,55.0,10.75,"ADDL,Primary Share Offering,Accelerated Bookbuild",3185.48,1.581395388,3.720930338,['Goldman Sachs'],3185.48,113.07266087324443,10.9574,11.37,-0.054529463500439634,0.019293023255813946,True,True,0.019293023255813946,0.016423976928375605,1,5000.0,96.46511627906973,82.11988464187803
ATKR US,2017-02-08,2017-02-17,2017-02-08,2017-02-16,2017-02-17,ATKR US,Atkore International Group Inc,258.75,9.0,25.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit",0.0,2.400000095,2.400000095,"['Deutsche Bank', 'JP Morgan', 'Credit Suisse', 'UBS', 'Citi', 'RBC Capital Markets', 'Wells Fargo']",1667.0377,9.348449897800002,25.5746,26.41,-0.05338886785308594,0.022984000000000115,True,True,0.022984000000000115,0.024407577062460106,1,1869.6899795600004,42.972954490207265,45.63460225902017
CHRS US,2017-02-07,2017-02-08,2017-02-07,2017-02-08,2017-02-08,CHRS US,Coherus Biosciences Inc,128.401,5.1546,24.25,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",1186.35,-2.886597872,-2.886597872,"['Citi', 'JP Morgan']",1186.35,7.707214581000001,23.6073,26.65,-0.09005628517823638,-0.026503092783505267,True,True,-0.026503092783505267,-0.02604383999783788,1,1541.4429162000004,-40.85300462852554,-40.145092675313435
SNECQ US,2017-01-31,2017-02-01,2017-01-31,2017-02-01,2017-02-01,SNECQ US,Sanchez Energy Corp,143.75,10.0,12.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",982.939,4.0,5.440000057,"['Johnson Rice & Co LLC', 'Citi', 'JP Morgan']",982.939,39.35973819304446,12.8033,13.26,-0.05731523378582204,0.024264000000000063,True,True,0.024264000000000063,0.023837532644537474,1,2875.0,69.75900000000019,68.53290635304523
VRTS US,2017-01-25,2017-01-27,2017-01-25,2017-01-27,2017-01-27,VRTS US,Virtus Investment Partners Inc,115.115,0.91,110.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-1.090909123,0.0,"['Morgan Stanley', 'Barclays', 'JP Morgan', 'Bank of America Merrill Lynch']",740.9597,8.691281957166666,109.4545,125.65,-0.1245523278949463,-0.0049590909090909685,True,True,-0.0049590909090909685,-0.0032925695490212403,1,1738.2563914333332,-8.620171468426316,-5.723330062824939
PTEN US,2017-01-24,2017-01-25,2017-01-24,2017-01-24,2017-01-25,PTEN US,Patterson-UTI Energy Inc,480.596,15.8,26.45,"ADDL,Primary Share Offering,Accelerated Bookbuild",4399.57,3.818522453,7.863891125,"['Bank of America Merrill Lynch', 'Scotiabank', 'Wells Fargo', 'Goldman Sachs']",4399.57,93.90643928681664,28.2872,27.0,-0.020370370370370372,0.06945935727788277,True,True,0.06945935727788277,0.06283240629964593,1,5000.0,347.29678638941385,314.1620314982296
FHB US,2017-01-24,2017-02-01,2017-01-24,2017-01-31,2017-02-01,FHB US,First Hawaiian Inc,920.0,25.0,32.0,"ADDL,Secondary Share Offering,Emerging Growth Company",4465.5,0.625,-1.09375,"['BNP Paribas', 'Goldman Sachs', 'Bank of America Merrill Lynch', 'JP Morgan', 'Deutsche Bank', 'Barclays', 'Credit Suisse', 'Citi']",4465.5,8.522259344700528,31.9125,33.3,-0.039039039039038936,-0.0027343749999999556,True,True,-0.0027343749999999556,-0.0031608423554625453,1,1704.4518689401054,-4.660610579133025,-5.387503660193181
MRCY US,2017-01-24,2017-01-27,2017-01-24,2017-01-26,2017-01-27,MRCY US,Mercury Systems Inc,227.7,6.0,33.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",1582.88,2.0,3.666666746,"['Bank of America Merrill Lynch', 'Citi', 'JP Morgan']",1582.88,10.812594069472224,34.0565,34.07,-0.03140592896976813,0.03201515151515144,True,True,0.03201515151515144,0.03368167287522117,1,2162.5188138944454,69.23336748119625,72.837251276104
PNFP US,2017-01-23,2017-01-24,2017-01-23,2017-01-23,2017-01-24,PNFP US,Pinnacle Financial Partners In,201.25,2.8,62.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",3106.87,2.160000086,7.760000229,['JP Morgan'],3106.87,15.364052038222225,65.2961,64.25,-0.027237354085603127,0.04473759999999993,True,True,0.04473759999999993,0.04077031441202461,1,3072.810407644445,137.47016289303392,125.27944644820555
TDOC US,2017-01-17,2017-01-19,2017-01-17,2017-01-18,2017-01-19,TDOC US,Teladoc Health Inc,158.916,8.25,16.75,"ADDL,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit,Accelerated Bookbuild,Emerging Growth Company",906.028,6.865671635,9.850746155,"['JP Morgan', 'Piper Jaffray & Co', 'William Blair & Co LLC', 'Wells Fargo']",906.028,6.76883690572222,18.5546,17.4,-0.03735632183908033,0.10773731343283588,True,True,0.10773731343283588,0.10988026512046001,1,1353.767381144444,145.85126065750836,148.75231875158235
SND US,2017-01-13,2017-02-02,2017-01-13,2017-02-01,2017-02-02,SND US,Smart Sand Inc,119.744,5.95,17.5,"ADDL,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",710.318,4.0,0.3428571522,"['Credit Suisse', 'Goldman Sachs', 'Jefferies', 'Simmons & Co International', 'Tudor Pickering Holt & Co LLC', 'Deutsche Bank']",710.318,8.026413120444442,17.693,18.15,-0.03581267217630846,0.01102857142857161,True,True,0.01102857142857161,0.011636617152906537,1,1605.2826240888885,17.703974082809175,18.680059318735577
USFD US,2017-01-13,2017-01-26,2017-01-13,2017-01-25,2017-01-26,USFD US,US Foods Holding Corp,1076.4,36.0,26.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit",5741.11,1.653846145,2.192307711,"['Wells Fargo', 'Credit Suisse', 'Citi', 'Bank of America Merrill Lynch', 'Kohlberg Kravis Roberts & Co', 'JP Morgan', 'Morgan Stanley', 'Goldman Sachs']",5741.11,21.58411601461111,26.4691,26.5,-0.018867924528301883,0.018042307692307746,True,True,0.018042307692307746,0.018251113272080843,1,4316.823202922222,77.88545248041616,78.7868292520803
WPX US,2017-01-12,2017-01-13,2017-01-12,2017-01-12,2017-01-13,WPX US,WPX Energy Inc,689.861,45.0,13.35,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",5288.94,2.247188091,2.771532536,"['Bank of America Merrill Lynch', 'Barclays', 'Citi', 'Goldman Sachs', 'JP Morgan', 'TD Securities', 'Wells Fargo', 'Credit Suisse']",5288.94,104.53038853003332,13.7262,13.78,-0.031204644412191618,0.02817977528089899,True,True,0.02817977528089899,0.025429609608268233,1,5000.0,140.89887640449496,127.14804804134117
PFGC US,2017-01-10,2017-01-11,2017-01-10,2017-01-11,2017-01-11,PFGC US,Performance Food Group Co,228.5,10.0,22.85,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Block",2364.93,0.6564534903,0.8752718568,['Goldman Sachs'],2364.93,13.648381508,23.018,24.05,-0.0498960498960499,0.007352297592997825,True,True,0.007352297592997825,0.00724407009437833,1,2729.6763016,20.069392501916884,19.7739664637538
ATW US,2017-01-09,2017-01-10,2017-01-09,2017-01-10,2017-01-10,ATW US,Atwood Oceanics Inc,189.405,13.5,12.2,"ADDL,Primary Share Offering,Accelerated Bookbuild",981.734,8.6065588,14.50819874,"['Wells Fargo', 'Credit Suisse', 'Barclays', 'Goldman Sachs']",981.734,53.26420191155555,12.635,12.97,-0.05936777178103325,0.035655737704918034,True,True,0.035655737704918034,0.03515551695436625,1,3788.1,135.0675,133.1726137748348
WMB US,2017-01-09,2017-01-10,2017-01-09,2017-01-09,2017-01-10,WMB US,Williams Cos Inc/The,2167.75,65.0,29.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",23948.1,-1.551724195,-1.724137902,"['Bank of America Merrill Lynch', 'Barclays', 'Citi', 'Credit Agricole CIB', 'JP Morgan', 'Mizuho Financial', 'Scotiabank', 'UBS', 'Wells Fargo', 'Morgan Stanley']",23948.1,222.28463932779997,28.662,31.93,-0.09176323207015347,-0.011655172413793102,True,True,-0.011655172413793102,-0.012155393164344885,1,5000.0,-58.27586206896551,-60.776965821724424
APFH US,2017-01-05,2017-01-19,2017-01-05,2017-01-18,2017-01-19,APFH US,AdvancePierre Foods Holdings I,388.125,12.5,27.0,"ADDL,Secondary Share Offering",2122.41,1.92592597,0.2962962985,"['Barclays', 'Credit Suisse', 'Morgan Stanley', 'BMO Capital Markets', 'Deutsche Bank', 'Goldman Sachs', 'Wells Fargo']",2122.41,8.17673003557648,27.3399,28.58,-0.05528341497550726,0.012588888888888983,True,True,0.012588888888888983,0.014731840576513111,1,1635.346007115296,20.587189178462715,24.09165666425982
LOXO US,2017-01-04,2017-01-05,2017-01-04,2017-01-05,2017-01-05,LOXO US,Loxo Oncology Inc,137.965,3.87,31.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",809.987,9.838709831,10.87096786,"['Morgan Stanley', 'Citi', 'Cowen & Co']",809.987,7.72520303588889,33.6632,32.69,-0.05169776690119299,0.08590967741935485,True,True,0.08590967741935485,0.08742011133787098,1,1545.040607177778,132.73394016244706,135.06762190101313
CLVS US,2017-01-03,2017-01-04,2017-01-03,2017-01-03,2017-01-04,CLVS US,Clovis Oncology Inc,235.75,5.0,41.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",1817.64,3.170731783,8.951219559,"['JP Morgan', 'Bank of America Merrill Lynch']",1817.64,73.77104792439998,43.1066,42.95,-0.0454016298020955,0.05138048780487803,True,True,0.05138048780487803,0.04703731355404561,1,4714.999999999999,242.25899999999984,221.78093340732502
MCRN US,2016-12-23,2017-02-01,2016-12-23,2017-02-01,2017-02-01,MCRN US,Milacron Holdings Corp,224.25,12.0,16.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit",1106.07,0.6769230962,3.446153879,"['Bank of America Merrill Lynch', 'Barclays', 'JP Morgan', 'Credit Suisse', 'Goldman Sachs', 'Robert W Baird & Co']",1106.07,3.254290002755555,16.3476,18.72,-0.13194444444444442,0.006006153846153772,True,True,0.006006153846153772,0.0055796864906911825,1,650.8580005511111,3.90915328331001,3.6315835930333087
REN US,2016-12-19,2016-12-20,2016-12-19,2016-12-19,2016-12-20,REN US,Resolute Energy Corp,166.06,3.8,38.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",833.348,6.131578922,5.578947544,"['BMO Capital Markets', 'Goldman Sachs', 'Barclays', 'Capital One Financial', 'Johnson Rice & Co LLC', 'SunTrust Robinson Humphrey']",833.348,33.573453893777774,40.6315,41.0,-0.07317073170731703,0.06925000000000003,True,True,0.06925000000000003,0.06665176991150457,1,3321.2000000000003,229.99310000000014,221.363858230089
MLCO US,2016-12-15,2016-12-15,2016-12-15,2016-12-15,2016-12-15,MLCO US,Melco Resorts & Entertainment,669.922,40.9738,16.35,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",8043.66,1.590211749,-1.46789217,"['UBS', 'Deutsche Bank', 'Morgan Stanley']",8043.66,65.59100268717779,16.2977,16.28,0.004299754299754266,-0.0031987767584099602,True,True,-0.0031987767584099602,-0.005729569846580129,1,5000.0,-15.9938837920498,-28.647849232900647
UBSI US,2016-12-15,2016-12-16,2016-12-15,2016-12-16,2016-12-16,UBSI US,United Bankshares Inc/WV,201.345,4.33,46.5,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",3769.57,-2.150537729,-1.290322542,['JP Morgan'],3769.57,21.18113782277777,45.7289,48.35,-0.0382626680455016,-0.016582795698924624,True,True,-0.016582795698924624,-0.017622778027177155,1,4026.9000000000005,-66.77725999999957,-70.96516483763969
GPOR US,2016-12-14,2016-12-16,2016-12-14,2016-12-16,2016-12-16,GPOR US,Gulfport Energy Corp,717.025,29.0,21.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",3414.84,2.372092962,5.86046505,"['Credit Suisse', 'Bank of America Merrill Lynch', 'Barclays', 'Scotiabank', 'KeyBanc Capital Markets', 'Morgan Stanley', 'Wells Fargo']",3414.84,58.76791029222223,21.8828,26.88,-0.20014880952380953,0.01780465116279073,True,True,0.01780465116279073,0.0167646688345382,1,5000.0,89.02325581395365,83.823344172691
FANG US,2016-12-14,2016-12-15,2016-12-14,2016-12-14,2016-12-15,FANG US,Diamondback Energy Inc,1018.5,10.5,97.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",8591.18,0.2577319443,4.309278488,"['JP Morgan', 'Goldman Sachs', 'Credit Suisse']",8591.18,148.06977297653336,99.1546,101.51,-0.04442912028371593,0.022212371134020747,True,True,0.022212371134020747,0.01968157804585058,1,5000.0,111.06185567010374,98.4078902292529
CPE US,2016-12-13,2016-12-15,2016-12-13,2016-12-14,2016-12-15,CPE US,Callon Petroleum Co,656.0,40.0,16.4,"ADDL,Primary Share Offering,Accelerated Bookbuild",3297.08,-3.536583185,-1.646339178,"['Credit Suisse', 'Citi', 'JP Morgan', 'Barclays']",3297.08,74.55255596237778,16.1066,17.4,-0.05747126436781613,-0.017890243902438874,True,True,-0.017890243902438874,-0.020421036990609043,1,5000.0,-89.45121951219437,-102.10518495304521
9966677D US,2016-12-12,2016-12-14,2016-12-12,2016-12-13,2016-12-14,9966677D US,BrightSphere Investment Group,213.038,13.0,14.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1626.75,1.333333373,-1.754385948,"['Bank of America Merrill Lynch', 'Morgan Stanley', 'Citi', 'Credit Suisse', 'Evercore Partners Inc']",1626.75,4.049836471111111,14.2602,15.27,-0.06679764243614927,0.0007157894736842252,True,True,0.0007157894736842252,0.004681037466645943,1,809.9672942222223,0.5797660632327605,3.791487251012061
UNVR US,2016-12-12,2016-12-13,2016-12-12,2016-12-12,2016-12-13,UNVR US,Univar Inc,315.625,12.5,25.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",3497.12,2.613861322,3.009901047,['Goldman Sachs'],3497.12,14.248801284211106,26.0136,26.11,-0.032937571811566424,0.030241584158415824,True,True,0.030241584158415824,0.024232275647777524,1,2849.760256842221,86.18126463860273,69.05617607388197
HWC US,2016-12-12,2016-12-13,2016-12-12,2016-12-12,2016-12-13,HWC US,Hancock Whitney Corp,268.812,5.5,42.5,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",3539.7,0.9411764741,0.5882353187,['Morgan Stanley'],3539.7,23.961748918799998,42.7983,44.0,-0.03409090909090906,0.007018823529411744,True,True,0.007018823529411744,0.0010095150187734436,1,4792.34978376,33.63665742342597,4.837949081921384
TTI US,2016-12-09,2016-12-09,2016-12-09,2016-12-09,2016-12-09,TTI US,TETRA Technologies Inc,99.91,19.4,5.15,"ADDL,Primary Share Offering,Accelerated Bookbuild",580.736,-7.378642559,-8.349515915,"['JP Morgan', 'Wells Fargo']",580.736,6.620451625955556,4.573,4.5600000000000005,0.1293859649122806,-0.11203883495145628,True,True,-0.11203883495145628,-0.11440965021116045,1,1324.0903251911113,-148.34953740490698,-151.48871095309673
BBG US,2016-12-06,2016-12-07,2016-12-06,2016-12-06,2016-12-07,BBG US,HighPoint Operating Corp,114.885,13.5,7.4,"ADDL,Primary Share Offering,Accelerated Bookbuild",560.356,2.567566156,-1.891893148,['JP Morgan'],560.356,14.751549779333335,7.4253,8.01,-0.07615480649188511,0.0034189189189188784,True,True,0.0034189189189188784,-0.0032580041580041463,1,2297.7000000000003,7.855649999999908,-7.485916153846128
BPMC US,2016-12-06,2016-12-08,2016-12-06,2016-12-07,2016-12-08,BPMC US,Blueprint Medicines Corp,143.75,5.0,25.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",826.44,3.720000029,10.64000034,"['Goldman Sachs', 'Morgan Stanley', 'Cowen & Co']",826.44,9.537608199466662,27.1481,28.43,-0.12064720365810766,0.08592399999999989,True,True,0.08592399999999989,0.08327372616519502,1,1907.5216398933323,163.90188938619448,158.8464346946611
BLUE US,2016-12-06,2016-12-07,2016-12-06,2016-12-06,2016-12-07,BLUE US,Bluebird Bio Inc,250.002,3.2895,76.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",3084.47,-0.9210526347,-7.236842155,"['Goldman Sachs', 'Bank of America Merrill Lynch', 'Cowen & Co']",3084.47,87.51293985324997,72.2259,78.95,-0.03736542115262831,-0.04965921052631583,True,True,-0.04965921052631583,-0.05633613360323886,1,5000.0,-248.29605263157916,-281.6806680161943
FET US,2016-12-05,2016-12-06,2016-12-05,2016-12-05,2016-12-06,FET US,Forum Energy Technologies Inc,173.075,7.0,21.5,"ADDL,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",2052.3,2.790697575,4.883720875,"['Goldman Sachs', 'Wells Fargo']",2052.3,19.74529728,22.2487,23.2,-0.07327586206896552,0.0348232558139534,True,True,0.0348232558139534,0.034009827210119914,1,3461.5,120.5406999999997,117.72501688783008
FMSA US,2016-12-01,2016-12-02,2016-12-01,2016-12-01,2016-12-02,FMSA US,Fairmount Santrol Holdings Inc,201.25,20.0,8.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Block",1949.2,1.714285731,2.285714388,['Morgan Stanley'],1949.2,36.64276879472222,8.9331,9.52,-0.0808823529411764,0.020925714285714214,True,True,0.020925714285714214,0.021213123044838245,1,4025.0000000000005,84.22599999999971,85.38282025547394
ATKR US,2016-12-01,2016-12-08,2016-12-01,2016-12-07,2016-12-08,ATKR US,Atkore International Group Inc,152.0,8.0,19.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit",1186.71,1.684210539,12.10526276,"['Deutsche Bank', 'JP Morgan', 'Credit Suisse', 'UBS', 'Citi', 'Wells Fargo']",1186.71,2.1149394219999995,20.3365,21.17,-0.10250354274917339,0.07034210526315787,True,True,0.07034210526315787,0.067691831428353,1,422.9878843999999,29.75385828950525,28.632824567040462
SM US,2016-12-01,2016-12-02,2016-12-01,2016-12-01,2016-12-02,SM US,SM Energy Co,417.881,9.5,38.25,"ADDL,Primary Share Offering,Accelerated Bookbuild",3740.62,0.6535947919,1.699346423,"['RBC Capital Markets', 'Banco Bilbao Vizcaya Argentaria', 'Barclays', 'Wells Fargo', 'Bank of America Merrill Lynch', 'JP Morgan']",3740.62,95.4787031445,38.5344,40.17,-0.047796863330843986,0.0074352941176469844,True,True,0.0074352941176469844,0.007722702876771237,1,5000.0,37.17647058823492,38.613514383856185
IBKC US,2016-12-01,2016-12-02,2016-12-01,2016-12-02,2016-12-02,IBKC US,IBERIABANK Corp,292.895,3.125,81.5,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",3647.5,2.331288338,5.030674934,"['Goldman Sachs', 'Stifel']",3647.5,29.350993665000004,82.1859,84.15,-0.03149138443256094,0.008415950920245496,True,True,0.008415950920245496,0.008703359679369527,1,5000.0,42.07975460122748,43.51679839684763
